oid,OBJEKT Inventarnummer,OBJEKT Sammlung,klassifikation,webtext,datierung,herstellung,herkunft,OBJEKT -> Inhalt,OBJEKT -> Masse,OBJEKT -> Material und Technik
476133,LM-169234,Technologie und Brauchtum,Schneidvorrichtung,"Zum schneiden von grösseren Mengen Papier oder Karton. Wurde bei der Sekundarschule in Yverdon beim Werkunterricht verwendet. Vermutlich 1917 gekauft. Inhalt: Schule (Gymnasium). Herstellung: Krause, Karl, Maschinenfabrik (1855 - 1960), Leipzig. Um 1917. Herkunft: Yverdon-les-Bains. 162 x 180 x 115 cm. 700000 g. Eisenguss. ",1917,"Krause, Karl, Maschinenfabrik (1855 - 1960), Leipzig. ",  ,Schule (Gymnasium). ,"Höhe 162 cm, Länge 180 cm, Breite 115 cm, Gewicht 700000 g.",Eisenguss.
476942,LM-169393,Technologie und Brauchtum,Messkette,"Für Feldvermessung. Bestehend aus 50 geraden Gliedern, mit je 1 kleinen Ring dazwischen sowie je einem grösseren Ring am Anfang und am Schluss. Inhalt: Kartographie/Landvermessung. 1800 - 1900. 1483,4 x 3,6 x 1,7 cm (Gesamtlänge). Eisen, geschmiedet. ",1800 - 1900  ,,,Kartographie/Landvermessung. ,"Gesamtlänge: Länge 1483.4 cm, Breite 3.6 cm, Tiefe 1.7 cm.
Endring: Durchmesser 3.6 cm.
Stab: Länge 28.4 cm.
Zwischenring: Durchmesser 1.7 cm.","Eisen, geschmiedet."
476947,LM-169395.1-2,Technologie und Brauchtum,Glühbirne,"2 identische Glühbirnen, 225 V, 50 W, mit E27-Fassung. Herstellung: Tungsram (von 1896), Ungarn. Um 1950 - 1970. 15,4 cm. Ø 5,6 cm. Glas (transparent). Fassung: Messing. ",1950 - 1970  ,"Tungsram (von 1896), Ungarn. ",,,"Höhe 15.4 cm, Durchmesser 5.6 cm.",Glas (transparent). Fassung: Messing.
477138,LM-169403,Technologie und Brauchtum,Leuchtzeiger 'Pointer',"Vorläufer des 'Laser-Pointers', mit Glühfadenbirne. Fokus einstellbar, für Batteriebetrieb (2 Batterien Typ C). Herstellung: Deutschland. Um 1965. Herkunft: Crans-sur-Sierre. 21,1 x 3,9 x 3,9 cm. Lampe: Aluminiumblech. 'Objektiv': Kunststoff. ",1965,Deutschland. ,  ,,"Länge 21.1 cm, Breite 3.9 cm, Tiefe 3.9 cm.",Lampe: Aluminiumblech. 'Objektiv': Kunststoff.
477251,LM-169404,Technologie und Brauchtum,Arztbesteck,"Arztbesteck. Kessel mit Henkel, Klappdeckel und abnehmbarer Manschette zur Sterilisierung oder sterilen Aufbewahrung von Gaze und Watte. Datiert nach Quelle 1940 - 1975. Herkunft: Jean-Philibert Exchaquet (1909 - 1982), Château-d'Oex. 26,5 cm. Ø 27 cm. Eisen. ",1940 - 1975  ,,Besitzer ,,"Höhe 26.5 cm, Durchmesser 27 cm.","Messing, verchromt."
477503,LM-169806.1-9,Technologie und Brauchtum,Arztbesteck,"Rechteckige Dose mit Halterungsrahmen für Arztbesteck. Inhalt unvollständig. Inhalt: Chirurg(ie). Wohl 1940 - 1980. 3,6 x 16,5 x 8 cm (Dose). Edelstahl. ",1940 - 1980  ,,,Chirurg(ie). ,"Dose: Höhe 3.6 cm, Breite 16.5 cm, Tiefe 8 cm.",Edelstahl.
-709022,LM-169806.1,Technologie und Brauchtum,Arztbesteck,"Arztbesteck. Rechteckige Dose mit Deckel zur Aufbewahrung von Chirurgie-Werkzeug. Inhalt: Chirurg(ie). Wohl 1940 - 1980. 3,6 x 16,5 x 8 cm (Dose). Edelstahl. 
Ist Teil von:
Rechteckige Dose mit Halterungsrahmen für Arztbesteck. Inhalt unvollständig. Inhalt: Chirurg(ie). Wohl 1940 - 1980. 3,6 x 16,5 x 8 cm (Dose). Edelstahl. ",1940 - 1980  ,,,Chirurg(ie). ,"Dose: Höhe 3.6 cm, Breite 16.5 cm, Tiefe 8 cm",Edelstahl.
-709024,LM-169806.2,Technologie und Brauchtum,Arztbesteck,"Arztbesteck. Halterungsrahmen nit neun Schlitzen zum Einhängen von Chirurgie-Werkzeugen. Inhalt: Chirurg(ie). Wohl 1940 - 1980. 1,9 x 16,5 x 6,3 cm (Halterungsrahmen). Edelstahl. 
Ist Teil von:
Rechteckige Dose mit Halterungsrahmen für Arztbesteck. Inhalt unvollständig. Inhalt: Chirurg(ie). Wohl 1940 - 1980. 3,6 x 16,5 x 8 cm (Dose). Edelstahl. ",1940 - 1980  ,,,Chirurg(ie). ,"Halterungsrahmen: Höhe 1.9 cm, Breite 16.5 cm, Tiefe 6.3 cm",Edelstahl.
-709026,LM-169806.3,Technologie und Brauchtum,Arztbesteck,"Arztbesteck. Skalpell. Inhalt: Chirurg(ie). Herstellung: WALTER A BÂLE. Wohl 1940 - 1980. 17,1 x 1,3 cm. Eisen. Elfenbeinimitat. 
Ist Teil von:
Rechteckige Dose mit Halterungsrahmen für Arztbesteck. Inhalt unvollständig. Inhalt: Chirurg(ie). Wohl 1940 - 1980. 3,6 x 16,5 x 8 cm (Dose). Edelstahl. ",1940 - 1980  ,WALTER A BÂLE. ,,Chirurg(ie). ,"Länge 17.1 cm, Breite 1.3 cm",Eisen. Elfenbeinimitat.
-709029,LM-169806.4,Technologie und Brauchtum,Arztbesteck,"Arztbesteck. Skalpell. Inhalt: Chirurg(ie). Herstellung: WALTER A BÂLE. Wohl 1940 - 1980. 14,9 x 1 cm. Eisen. Elfenbeinimitat. 
Ist Teil von:
Rechteckige Dose mit Halterungsrahmen für Arztbesteck. Inhalt unvollständig. Inhalt: Chirurg(ie). Wohl 1940 - 1980. 3,6 x 16,5 x 8 cm (Dose). Edelstahl. ",1940 - 1980  ,WALTER A BÂLE. ,,Chirurg(ie). ,"Länge 14.9 cm, Breite 1 cm",Eisen. Elfenbeinimitat.
-709030,LM-169806.5,Technologie und Brauchtum,Arztbesteck,"Arztbesteck. Skalpell. Inhalt: Chirurg(ie). Herstellung: WALTER A BÂLE. Wohl 1940 - 1980. 14,9 x 1 cm. Eisen. Elfenbeinimitat. 
Ist Teil von:
Rechteckige Dose mit Halterungsrahmen für Arztbesteck. Inhalt unvollständig. Inhalt: Chirurg(ie). Wohl 1940 - 1980. 3,6 x 16,5 x 8 cm (Dose). Edelstahl. ",1940 - 1980  ,WALTER A BÂLE. ,,Chirurg(ie). ,"Länge 14.9 cm, Breite 1 cm",Eisen. Elfenbeinimitat.
-709031,LM-169806.6,Technologie und Brauchtum,Arztbesteck,"Arztbesteck. Skalpell. Inhalt: Chirurg(ie). Herstellung: WALTER A BÂLE. Wohl 1940 - 1980. 14,9 x 1 cm. Eisen. Elfenbeinimitat. 
Ist Teil von:
Rechteckige Dose mit Halterungsrahmen für Arztbesteck. Inhalt unvollständig. Inhalt: Chirurg(ie). Wohl 1940 - 1980. 3,6 x 16,5 x 8 cm (Dose). Edelstahl. ",1940 - 1980  ,WALTER A BÂLE. ,,Chirurg(ie). ,"Länge 14.9 cm, Breite 1 cm",Eisen. Elfenbeinimitat.
-709033,LM-169806.7,Technologie und Brauchtum,Arztbesteck,"Arztbesteck. Skalpell. Inhalt: Chirurg(ie). Herstellung: WALTER A BÂLE. Wohl 1940 - 1980. 14,9 x 1 cm. Eisen. Elfenbeinimitat. 
Ist Teil von:
Rechteckige Dose mit Halterungsrahmen für Arztbesteck. Inhalt unvollständig. Inhalt: Chirurg(ie). Wohl 1940 - 1980. 3,6 x 16,5 x 8 cm (Dose). Edelstahl. ",1940 - 1980  ,WALTER A BÂLE. ,,Chirurg(ie). ,"Länge 14.9 cm, Breite 1 cm",Eisen. Elfenbeinimitat.
-709034,LM-169806.8,Technologie und Brauchtum,Arztbesteck,"Arztbesteck. Hohlsonde. Kein Originalbestandteil. Inhalt: Chirurg(ie). Herstellung: M. Schaerer AG, Bern. Wohl 1940 - 1980. 13 x 2,1 cm. Edelstahl. 
Ist Teil von:
Rechteckige Dose mit Halterungsrahmen für Arztbesteck. Inhalt unvollständig. Inhalt: Chirurg(ie). Wohl 1940 - 1980. 3,6 x 16,5 x 8 cm (Dose). Edelstahl. ",1940 - 1980  ,"M. Schaerer AG, Bern. ",,Chirurg(ie). ,"Länge 13 cm, Breite 2.1 cm",Edelstahl.
477724,LM-169810.1-15,Technologie und Brauchtum,Elektrisiergrät (Medizin),"In kleinem, abschliessbarem Holzkoffer mit Griff. Mit Nassbatterie (sog. Leclanché-Element) betrieben. Inhalt: Medizin und Heilkunde. Ab 1866. 15,4 x 20 x 12,2 cm (Koffer). Koffer: Holz. Griff: Eisen. ",1866,,,Medizin und Heilkunde. ,"Koffer: Höhe 15.4 cm, Breite 20 cm, Tiefe 12.2 cm.",Koffer: Holz. Griff: Eisen.
-709497,LM-169810.2,Technologie und Brauchtum,Batterieelement,"Batterieelement. Rechteckiger Glasbehälter für die Batterieflüssigkeit mit zwei runden Ausschnitten oben zum Einführen von Kathode/Anode. Bestandteil des Leclanché-Elements (Nassbatterie). Inhalt: Medizin und Heilkunde. Ab 1866. 7,9 x 5,7 x 3,9 cm. Glas. 
Ist Teil von:
In kleinem, abschliessbarem Holzkoffer mit Griff. Mit Nassbatterie (sog. Leclanché-Element) betrieben. Inhalt: Medizin und Heilkunde. Ab 1866. 15,4 x 20 x 12,2 cm (Koffer). Koffer: Holz. Griff: Eisen. ",1866,,,Medizin und Heilkunde. ,"Höhe 7.9 cm, Breite 5.7 cm, Tiefe 3.9 cm",Glas.
-709498,LM-169810.3,Technologie und Brauchtum,Griff (Werkz. unbest.),"Griff (Werkz. unbest.). Mit Schraubgewinde zum Montieren verschiedener Aufsätze und Hebel zum Unterbrechen des Stromflusses. Seitlich kleine Schraube zur Befestigung des Kabels. Inhalt: Medizin und Heilkunde. Ab 1866. 18,7 x 3,6 cm. Griff: Holz, bemalt. Messing. 
Ist Teil von:
In kleinem, abschliessbarem Holzkoffer mit Griff. Mit Nassbatterie (sog. Leclanché-Element) betrieben. Inhalt: Medizin und Heilkunde. Ab 1866. 15,4 x 20 x 12,2 cm (Koffer). Koffer: Holz. Griff: Eisen. ",1866,,,Medizin und Heilkunde. ,"Länge 18.7 cm, Breite 3.6 cm","Griff: Holz, bemalt. Messing."
-709502,LM-169810.4,Technologie und Brauchtum,Griff (Werkz. unbest.),"Griff (Werkz. unbest.). Mit Schraubgewinde zum Montieren verschiedener Aufsätze. Seitlich kleine Schraube zur Befestigung des Kabels. Inhalt: Medizin und Heilkunde. Ab 1800 - 1810. 14,5 x 2 cm. Griff: Holz, bemalt. Messing. 
Ist Teil von:
In kleinem, abschliessbarem Holzkoffer mit Griff. Mit Nassbatterie (sog. Leclanché-Element) betrieben. Inhalt: Medizin und Heilkunde. Ab 1866. 15,4 x 20 x 12,2 cm (Koffer). Koffer: Holz. Griff: Eisen. ",1800 - 1810  ,,,Medizin und Heilkunde. ,"Länge 14.5 cm, Breite 2 cm","Griff: Holz, bemalt. Messing."
-709503,LM-169810.5,Technologie und Brauchtum,Griff (Werkz. unbest.),"Griff (Werkz. unbest.). Mit Schraubgewinde zum Montieren verschiedener Aufsätze. Seitlich kleine Schraube zur Befestigung des Kabels. Inhalt: Medizin und Heilkunde. Ab 1866. 14,5 x 2 cm. Griff: Holz, bemalt. Messing. 
Ist Teil von:
In kleinem, abschliessbarem Holzkoffer mit Griff. Mit Nassbatterie (sog. Leclanché-Element) betrieben. Inhalt: Medizin und Heilkunde. Ab 1866. 15,4 x 20 x 12,2 cm (Koffer). Koffer: Holz. Griff: Eisen. ",1866,,,Medizin und Heilkunde. ,"Länge 14.5 cm, Breite 2 cm","Griff: Holz, bemalt. Messing."
-709505,LM-169810.6,Technologie und Brauchtum,Griff (Werkz. unbest.),"Griff (Werkz. unbest.). Mit Schraubgewinde zum Montieren verschiedener Aufsätze. Inhalt: Medizin und Heilkunde. Ab 1866 - 1880. 11,4 x 1,1 cm. Griff: Kunststoff. Messing. 
Ist Teil von:
In kleinem, abschliessbarem Holzkoffer mit Griff. Mit Nassbatterie (sog. Leclanché-Element) betrieben. Inhalt: Medizin und Heilkunde. Ab 1866. 15,4 x 20 x 12,2 cm (Koffer). Koffer: Holz. Griff: Eisen. ",1866 - 1880  ,,,Medizin und Heilkunde. ,"Länge 11.4 cm, Breite 1.1 cm",Griff: Kunststoff. Messing.
-709506,LM-169810.7,Technologie und Brauchtum,Kabel (Strom),"Kabel (Strom). 15Mit violetter Textilummantelung. Geflickt mit textilem Klebeband. Inhalt: Medizin und Heilkunde. Ab 1866. 116,1 cm. Kupferdraht. Baumwolle. 
Ist Teil von:
Elektrisiergrät (Medizin). In kleinem, abschliessbarem Holzkoffer mit Griff. Mit Nassbatterie (sog. Leclanché-Element) betrieben. Inhalt: Medizin und Heilkunde. Ab 1866. 15,4 x 20 x 12,2 cm (Koffer). Koffer: Holz. Griff: Eisen. ",1866,,,Medizin und Heilkunde. ,Länge 116.1 cm,Kupferdraht. Baumwolle.
-709510,LM-169810.8,Technologie und Brauchtum,Kabel (Strom),"Kabel (Strom). Mit grünerTextilummantelung. Geflickt mit textilem Klebeband. Inhalt: Medizin und Heilkunde. Ab 1866. 125,5 cm. Kupferdraht. Baumwolle. 
Ist Teil von:
In kleinem, abschliessbarem Holzkoffer mit Griff. Mit Nassbatterie (sog. Leclanché-Element) betrieben. Inhalt: Medizin und Heilkunde. Ab 1866. 15,4 x 20 x 12,2 cm (Koffer). Koffer: Holz. Griff: Eisen. ",1866,,,Medizin und Heilkunde. ,Länge 125.5 cm,Kupferdraht. Baumwolle.
-709511,LM-169810.9,Technologie und Brauchtum,,"Positive Elektrode bzw. Anode bestehend aus Kohlestab mit Resten einer Ummantelung aus Braunstein. Inhalt: Medizin und Heilkunde. Ab 1866. 7,6 x 2 cm. Elektrode: Kohle. 
Ist Teil von:
In kleinem, abschliessbarem Holzkoffer mit Griff. Mit Nassbatterie (sog. Leclanché-Element) betrieben. Inhalt: Medizin und Heilkunde. Ab 1866. 15,4 x 20 x 12,2 cm (Koffer). Koffer: Holz. Griff: Eisen. ",1866,,,Medizin und Heilkunde. ,"Länge 7.6 cm, Breite 2 cm",Elektrode: Kohle. 
-709516,LM-169810.10,Technologie und Brauchtum,,"Verschlussstopfen für die grosse Öffnung des Glasgefässes. Inhalt: Medizin und Heilkunde. 1866. 2,4 x 2,1 cm. Kork. 
Ist Teil von:
In kleinem, abschliessbarem Holzkoffer mit Griff. Mit Nassbatterie (sog. Leclanché-Element) betrieben. Inhalt: Medizin und Heilkunde. Ab 1866. 15,4 x 20 x 12,2 cm (Koffer). Koffer: Holz. Griff: Eisen. ",1866,,,Medizin und Heilkunde. ,"Höhe 2.4 cm, Breite 2.1 cm",Kork.
-709521,LM-169810.11,Technologie und Brauchtum,,"Verschlussstopfen für die kleine Öffnung des Glasgefässes. Inhalt: Medizin und Heilkunde. 1866. 1,8 x 1,5 cm. 
Ist Teil von:
In kleinem, abschliessbarem Holzkoffer mit Griff. Mit Nassbatterie (sog. Leclanché-Element) betrieben. Inhalt: Medizin und Heilkunde. Ab 1866. 15,4 x 20 x 12,2 cm (Koffer). Koffer: Holz. Griff: Eisen. ",1866,,,Medizin und Heilkunde. ,"Höhe 1.8 cm, Breite 1.5 cm",
-709522,LM-169810.12,Technologie und Brauchtum,,"Mittelgrosser, runder, textilüberzogener Aufsatz mit Schraubgewinde zum Montieren an den Griffen. Inhalt: Medizin und Heilkunde. Ab 1866. 1,5 cm. Ø 3,7 cm. Eisen. Baumwolle. 
Ist Teil von:
In kleinem, abschliessbarem Holzkoffer mit Griff. Mit Nassbatterie (sog. Leclanché-Element) betrieben. Inhalt: Medizin und Heilkunde. Ab 1866. 15,4 x 20 x 12,2 cm (Koffer). Koffer: Holz. Griff: Eisen. ",1866,,,Medizin und Heilkunde. ,"Höhe 1.5 cm, Durchmesser 3.7 cm",Eisen. Baumwolle.
-709523,LM-169810.13,Technologie und Brauchtum,,"Grosser, runder, textilüberzogener Aufsatz mit Schraubgewinde zum Montieren an den Griffen. Inhalt: Medizin und Heilkunde. Ab 1866. 1,3 cm. Ø 4,8 cm. Eisen. Baumwolle. 
Ist Teil von:
In kleinem, abschliessbarem Holzkoffer mit Griff. Mit Nassbatterie (sog. Leclanché-Element) betrieben. Inhalt: Medizin und Heilkunde. Ab 1866. 15,4 x 20 x 12,2 cm (Koffer). Koffer: Holz. Griff: Eisen. ",1866,,,Medizin und Heilkunde. ,"Höhe 1.3 cm, Durchmesser 4.8 cm",Eisen. Baumwolle.
-709524,LM-169810.14,Technologie und Brauchtum,,"Kleiner, runder, textilüberzogener Aufsatz mit Schraubgewinde zum Montieren an den Griffen. Inhalt: Medizin und Heilkunde. Ab 1866. 2 cm. Ø 1,7 cm. Eisen. Baumwolle. 
Ist Teil von:
In kleinem, abschliessbarem Holzkoffer mit Griff. Mit Nassbatterie (sog. Leclanché-Element) betrieben. Inhalt: Medizin und Heilkunde. Ab 1866. 15,4 x 20 x 12,2 cm (Koffer). Koffer: Holz. Griff: Eisen. ",1866,,,Medizin und Heilkunde. ,"Höhe 2 cm, Durchmesser 1.7 cm",Eisen. Baumwolle.
-709525,LM-169810.15,Technologie und Brauchtum,,"Bürstenförmiger Aufsatz mit Schraubgewinde zum Montieren an den Griffen. Inhalt: Medizin und Heilkunde. Ab 1866. 4,7 cm. Ø 0,8 cm. Messing. Eisen. 
Ist Teil von:
Elektrisiergrät (Medizin). In kleinem, abschliessbarem Holzkoffer mit Griff. Mit Nassbatterie (sog. Leclanché-Element) betrieben. Inhalt: Medizin und Heilkunde. Ab 1866. 15,4 x 20 x 12,2 cm (Koffer). Koffer: Holz. Griff: Eisen. ",1866,,,Medizin und Heilkunde. ,"Höhe 4.7 cm, Durchmesser 0.8 cm",Messing. Eisen.
478017,LM-169814,Technologie und Brauchtum,Werbetafel für Verkaufsläden,"Werbetafel (back-bar sign) für Weine der Italian Swiss Colony in Asti, Kalifornien. Dreidimensional mit Mann und Frau in Tracht neben Schriftzug. Inhalt: Weinproduktion. Auswanderung. Um 1950. Herkunft: Kalifornien. 33,4 x 52,6 x 2 cm. Kunststoff, bemalt. ",1950,,  ,Weinproduktion. Auswanderung. ,"Höhe 33.4 cm, Breite 52.6 cm, Tiefe 2 cm.","Kunststoff, bemalt."
480950,LM-170013.1-2,Technologie und Brauchtum,Glühbirne,"Spotbirne mit Glühfaden in Originalkarton. Fassung E27, 230 V, 40 W. Herstellung: Hersteller Sunlux, Frankreich. Wohl 1990 - 2010. 10,4 x 6,2 x 6,2 cm (Verpackung). Verpackung: Karton. Fassung: Aluminium. Glas (opak). ",1990 - 2010  ,"Hersteller Sunlux, Frankreich. ",,,"Verpackung: Höhe 10.4 cm, Breite 6.2 cm, Tiefe 6.2 cm.",Verpackung: Karton. Fassung: Aluminium. Glas (opak).
481366,LM-170014.1-2,Technologie und Brauchtum,Glühbirne,"Spotbirne mit Glühfaden in Originalkarton. Fassung E27, 230 V, 60 W. Herstellung: Hersteller Sunlux, Frankreich. Wohl 1990 - 2010. 10,4 x 6,2 x 6,2 cm (Verpackung). Verpackung: Karton. Fassung: Messing. Glas (opak). ",1990 - 2010  ,"Hersteller Sunlux, Frankreich. ",,,"Verpackung: Höhe 10.4 cm, Breite 6.2 cm, Tiefe 6.2 cm.",Verpackung: Karton. Fassung: Messing. Glas (opak).
481024,LM-170035.1-9,Technologie und Brauchtum,Manicuregerät,"Elektrisch betrieben. Mit verschiedenen Aufsätzen und Originaletui. Herstellung: Hersteller Georges Marchand SA- , Moutier. 1980 - 1995. Kunststoff. Aluminium. Gewebe/Textilien. ",1980 - 18.9.1995,"Hersteller Georges Marchand SA, Moutier. ",,,,Kunststoff. Aluminium. Gewebe/Textilien.
481248,LM-170067.1-3,Technologie und Brauchtum,Sand zur Brandbekämpfung,"Drei identische Säcke gefüllt mit Löschsand, die im zweiten Weltkrieg auf dem Dachboden als Brandschutzvorsorge aufbewahrt wurden. Verschlossen mit einer Klammer aus Draht. 1939 - 1945. Herkunft: Zürich. 36 x 23 cm. Papier. Eisendraht. ",1939 - 1945,,  ,,"Höhe 36 cm, Breite 23 cm.",Papier. Eisendraht.
481249,LM-170068.1-36,Technologie und Brauchtum,Verpackung,"35 Packungen Franck Aroma in Originalkarton. Herstellung: Hersteller Thomi & Franck AG (1914 - 1997), Basel. 1. Jan. 1914 - 19. Feb. 1997. 21 x 49 x 32,5 cm (geschlossen) (Karton). Karton. Papier. ",1.1.1914 - 19.2.1997,"Hersteller Thomi & Franck AG (1914 - 1997), Basel. ",,,"Karton: Höhe 21 cm, Breite 49 cm, Tiefe 32.5 cm (geschlossen).
Packung: Höhe 16 cm, Breite 6.5 cm, Tiefe 4 cm.",Karton. Papier.
481417,LM-170138,Technologie und Brauchtum,Waldteufel,"Forstwirtschaftswerkzeug zum Bewegen von schwehren Baumstämmen. Mit beweglicher Kette (Nicht separat erfasst). 1940 - 1960. Herkunft: Appenzell (Region). 325 cm. Ø 10 cm. Hebel: Eschenholz. Haken und Ketten: Eisen, geschmiedet. ",1940 - 1960  ,,  ,,"Länge 325 cm, Durchmesser 10 cm.
Kette 1: Länge 120 cm (an Stiel befestigt).
Kette 2: Länge 75 cm (an Stiel befestigt).
Kette 3: Länge 77 cm (an Stiel befestigt).
Kette 4: Länge 65 cm, Breite 20 cm (nicht am Stiel befes).","Hebel: Eschenholz. Haken und Ketten: Eisen, geschmiedet."
-724072,LM-170352.1,Technologie und Brauchtum,Projektor,"Projektor. Schwarz mit gold-gelber Beschriftung. Verstellbare Füsse zum Justieren des Projektors. Vorne und hinten Eingrifflöcher, oben Bügel zum Tragen des Gerätes. Herstellung: Hersteller Eiki Industrial Co., Ltd. (von 1953), Japan. Datiert 1990. 32,5 x 21 x 64 cm. Gehäuse: Kunststoff. 
Ist Teil von:
Projektor. Farb-Videoprojektor mit Schutzhülle und Fernbedienung. Herstellung: Hersteller Eiki Industrial Co., Ltd. (von 1953). Datiert 1990. 32,5 x 21 x 64 cm. Kunststoff. ",1990,"Hersteller Eiki Industrial Co., Ltd. (von 1953), Japan. ",,,"Höhe 32.5 cm, Breite 21 cm, Tiefe 64 cm",Gehäuse: Kunststoff.
-724337,LM-170352.2,Technologie und Brauchtum,,"Fernbedienung. Herstellung: Hersteller Eiki Industrial Co., Ltd. (von 1953). Datiert 1990. 14,5 x 5,5 x 1,5 cm. Kunststoff. 
Ist Teil von:
Projektor. Farb-Videoprojektor mit Schutzhülle und Fernbedienung. Herstellung: Hersteller Eiki Industrial Co., Ltd. (von 1953), Japan. Datiert 1990. 32,5 x 21 x 64 cm. Gehäuse: Kunststoff. ",1990,"Hersteller Eiki Industrial Co., Ltd. (von 1953). ",,,"Höhe 14.5 cm, Breite 5.5 cm, Tiefe 1.5 cm",Kunststoff.
-724338,LM-170352.3,Technologie und Brauchtum,Kabel (Strom),"Kabel (Strom). Stereo Audiokabel Cinch-Cinch. Herstellung: Hersteller Eiki Industrial Co., Ltd. (von 1953). Datiert 1990. 104,5 cm. Kunststoff. Kupfer. 
Ist Teil von:
Projektor. Farb-Videoprojektor mit Schutzhülle und Fernbedienung. Herstellung: Hersteller Eiki Industrial Co., Ltd. (von 1953), Japan. Datiert 1990. 32,5 x 21 x 64 cm. Gehäuse: Kunststoff. ",1990,"Hersteller Eiki Industrial Co., Ltd. (von 1953). ",,,Länge 104.5 cm,Kunststoff. Kupfer.
-724339,LM-170352.4,Technologie und Brauchtum,Kabel (Strom),"Kabel (Strom). Video-Kabel Cinch-CHinch mit BNC-Adapter. Herstellung: Hersteller Eiki Industrial Co., Ltd. (von 1953). Datiert 1990. 156 cm. Kunststoff. Kupfer. 
Ist Teil von:
Projektor. Farb-Videoprojektor mit Schutzhülle und Fernbedienung. Herstellung: Hersteller Eiki Industrial Co., Ltd. (von 1953), Japan. Datiert 1990. 32,5 x 21 x 64 cm. Gehäuse: Kunststoff. ",1990,"Hersteller Eiki Industrial Co., Ltd. (von 1953). ",,,Länge 156 cm,Kunststoff. Kupfer.
481716,LM-170527,Technologie und Brauchtum,Projektor,Paillard Bolex Modell G-916. Dual-Format-Modell zum Projizieren von 9.5 mm und 16 mm Filmen. Graublaues Metallgehäuse. Inhalt: Film. Herstellung: Hersteller Paillard Bolex GmbH (1955 - 1986). 1936. Projektor: Eisen. ,1936,Hersteller Paillard Bolex GmbH (1955 - 1986). ,,Film. ,,Projektor: Eisen.
486484,LM-172983.1-2,Technologie und Brauchtum,Architekturmodell,"2 identische Modelle. Solche Modelle des Landesmuseums Zürich wurden den Teilnehmern am Wettbewerb zur Erweiterung des Landesmuseums abgegeben (kleine Ausführung). Inhalt: Landesmuseum Zürich. Herstellung: Auftraggeber Schweizerisches Bundesamt Bauten u. Logistik, Bern. Um 2000. 20 x 90 x 54 cm. Modell: Gips (Material). Verpackung: Karton. ",2000,"Auftraggeber Schweizerisches Bundesamt Bauten u. Logistik, Bern. ",,Landesmuseum Zürich. ,"Höhe 20 cm, Länge 90 cm, Breite 54 cm.",Modell: Gips (Material). Verpackung: Karton.
